municipio_ibge;agencias;cod_ibge;postos
3142304;1;314230;NA
3142403;1;314240;2
3142601;2;314260;1
3142700;1;314270;NA
3142809;2;314280;3
3142908;2;314290;1
3143005;1;314300;2
3143104;4;314310;6
3143203;3;314320;3
3143302;16;314330;19
3143401;3;314340;3
3143500;1;314350;2
3143807;1;314380;1
3143906;6;314390;10
3144003;2;314400;2
3144102;3;314410;3
3144300;5;314430;1
3144409;1;314440;1
3144508;1;314450;1
3144607;4;314460;1
3144706;2;314470;1
3144805;10;314480;7
3145000;2;314500;1
3145109;1;314510;3
3145208;5;314520;7
3145307;1;314530;1
3145604;5;314560;4
3145901;5;314590;3
3146008;4;314600;2
3146107;6;314610;5
3146305;1;314630;1
3146701;1;314670;1
3146750;1;314675;NA
3146909;2;314690;2
3147006;5;314700;7
3147105;5;314710;11
3147204;2;314720;2
3147303;3;314730;2
3147402;2;314740;2
3147600;2;314760;1
3147709;1;314770;1
3147907;6;314790;11
3148004;9;314800;12
3148103;5;314810;7
3148301;1;314830;1
3148509;1;314850;1
3148608;1;314860;1
3148707;2;314870;1
3149101;1;314910;1
3149309;3;314930;3
3149705;1;314970;2
3149804;2;314980;1
3149903;4;314990;2
3150604;1;315060;1
3150703;1;315070;1
3150802;1;315080;1
3151107;1;315110;1
3151206;6;315120;2
3151404;3;315140;1
3151503;4;315150;5
3151602;1;315160;1
3151701;2;315170;2
3151800;14;315180;9
3151909;1;315190;1
3152006;2;315200;3
3152105;5;315210;6
3152204;3;315220;1
3152402;1;315240;1
3152501;11;315250;12
3152808;3;315280;4
3152907;1;315290;1
3153400;2;315340;2
3153509;1;315350;2
3154002;2;315400;NA
3154200;1;315420;1
3154309;2;315430;2
3154457;1;315445;1
3154606;7;315460;5
3154705;1;315470;1
3154903;2;315490;2
3155108;1;315510;1
3155504;2;315550;2
3155603;1;315560;NA
3155702;1;315570;1
3155801;2;315580;1
3155900;1;315590;NA
3156007;1;315600;1
3156601;1;315660;NA
3156700;6;315670;3
3156809;1;315680;1
3156908;4;315690;1
3157005;4;315700;1
3157104;1;315710;NA
3157203;3;315720;2
3157708;1;315770;3
3157807;9;315780;4
3157906;1;315790;2
3158003;1;315800;1
3158201;1;315820;1
3158300;1;315830;1
3158805;1;315880;1
3158953;1;315895;3
3159209;1;315920;2
3159605;4;315960;3
3159803;2;315980;2
3159902;2;315990;2
3160306;1;316030;1
3160405;2;316040;4
3160702;4;316070;3
3161007;2;316100;1
3161106;4;316110;1
3161700;1;316170;2
3161809;1;316180;1
3161908;1;316190;2
3162005;4;316200;2
3162104;5;316210;3
3162401;2;316240;NA
3162500;5;316250;5
3162575;1;316257;1
3162708;1;316270;1
3162807;2;316280;1
3162906;2;316290;4
3162948;1;316294;2
3162955;2;316295;2
3163300;1;316330;NA
3163409;1;316340;1
3163508;1;316350;1
3163706;5;316370;5
3164100;1;316410;NA
3164506;1;316450;1
3164704;5;316470;6
3165008;1;316500;2
3165537;3;316553;3
3165701;1;316570;1
3166709;1;316670;NA
3166808;2;316680;3
3167103;2;316710;2
3167202;12;316720;11
3167608;1;316760;2
3168002;3;316800;1
3168309;1;316830;NA
3168408;1;316840;1
3168507;1;316850;1
3168606;7;316860;5
3168705;6;316870;7
3168804;1;316880;1
3168903;1;316890;1
3169000;2;316900;1
3169208;1;316920;1
3169307;5;316930;4
3169356;3;316935;2
3169406;5;316940;4
3169505;1;316950;NA
3169604;3;316960;3
3169703;1;316970;1
3169901;7;316990;5
3170008;1;317000;NA
3170057;1;317005;1
3170107;26;317010;20
3170206;50;317020;39
3170404;5;317040;5
3170503;1;317050;1
3170701;14;317070;8
3170800;2;317080;3
3170909;1;317090;1
3171006;3;317100;2
3171204;5;317120;3
3171303;5;317130;4
3171501;1;317150;NA
3171600;1;317160;1
3171709;1;317170;1
3171808;1;317180;3
3172004;4;317200;3
3200102;3;320010;3
3200169;1;320016;NA
3200201;3;320020;2
3200300;3;320030;1
3200359;1;320035;NA
3200409;3;320040;2
3200508;1;320050;1
3200607;6;320060;3
3200706;1;320070;1
3200805;4;320080;2
3200904;4;320090;2
3201001;1;320100;2
3201100;1;320110;1
3201159;2;320115;2
3201209;12;320120;13
3201308;14;320130;13
3201407;4;320140;4
3201506;9;320150;7
3201605;2;320160;1
3201704;2;320170;2
3201902;4;320190;5
3202009;1;320200;2
3202108;2;320210;1
3202207;1;320220;1
3202306;4;320230;2
3202405;8;320240;6
3202454;3;320245;1
3202504;2;320250;1
3202603;3;320260;2
3202652;1;320265;2
3202702;2;320270;1
3202801;3;320280;3
3202900;2;320290;2
3203007;3;320300;2
3203056;2;320305;3
3203106;1;320310;2
3203130;3;320313;1
3203205;10;320320;6
3203304;1;320330;2
3203320;3;320332;2
3203346;3;320334;2
3203353;1;320335;3
3203403;3;320340;2
3203502;3;320350;2
3203700;2;320370;4
3203809;3;320380;2
3203908;4;320390;3
3204005;2;320400;3
3204054;2;320405;1
3204104;4;320410;3
3204203;2;320420;2
3204302;3;320430;2
3204351;1;320435;3
3204401;1;320440;2
3204500;2;320450;1
3204559;3;320455;4
3204609;4;320460;2
3204708;3;320470;3
3204807;2;320480;1
3204906;7;320490;4
3204955;2;320495;1
3205002;26;320500;8
3205010;2;320501;2
3205036;3;320503;3
3205069;4;320506;4
3205101;5;320510;3
3205176;1;320517;3
3205200;31;320520;15
3205309;61;320530;22
3300100;9;330010;3
3300159;1;330015;NA
3300209;6;330020;3
3300225;1;330022;NA
3300233;4;330023;2
3300258;2;330025;NA
3300308;5;330030;3
3300407;8;330040;4
3300456;11;330045;NA
3300506;4;330050;2
3300605;3;330060;2
3300704;12;330070;7
3300803;3;330080;2
3300902;2;330090;NA
3300936;1;330093;NA
3300951;1;330095;NA
3301009;25;330100;12
3301108;3;330110;1
3301157;1;330115;1
3301207;3;330120;NA
3301306;3;330130;1
3301405;2;330140;1
3301504;4;330150;2
3301603;1;330160;NA
3301702;35;330170;3
3301801;2;330180;NA
3301850;3;330185;1
3301876;1;330187;1
3301900;9;330190;1
3302007;7;330200;2
3302056;3;330205;1
3302106;4;330210;1
3302205;7;330220;5
3302254;3;330225;2
3302270;1;330227;NA
3302403;22;330240;5
3302452;2;330245;NA
3302502;11;330250;NA
3302601;2;330260;NA
3302700;7;330270;3
3302809;4;330280;1
3302858;6;330285;NA
3302908;5;330290;1
3303005;3;330300;NA
3303104;3;330310;NA
3303203;9;330320;NA
3303302;63;330330;13
3303401;12;330340;7
3303500;30;330350;5
3303609;4;330360;2
3303708;4;330370;1
3303807;6;330380;1
3303856;3;330385;1
3303906;26;330390;7
3303955;3;330395;1
3304003;3;330400;1
3304102;3;330410;1
3304110;2;330411;1
3304128;2;330412;1
3304144;6;330414;NA
3304151;3;330415;NA
3304201;11;330420;7
3304300;5;330430;2
3304409;2;330440;1
3304508;1;330450;NA
3304524;8;330452;3
3304557;707;330455;56
3304607;1;330460;NA
3304706;5;330470;3
3304755;4;330475;5
3304805;4;330480;2
3304904;29;330490;4
3305000;3;330500;1
3305109;15;330510;1
3305133;1;330513;NA
3305158;2;330515;1
3305208;5;330520;1
3305307;1;330530;NA
3305406;2;330540;1
3305505;6;330550;2
3305554;4;330555;NA
3305604;2;330560;NA
3305703;2;330570;NA
3305752;2;330575;NA
3305802;11;330580;7
3305901;1;330590;NA
3306008;6;330600;3
3306107;6;330610;2
3306156;2;330615;1
3306206;3;330620;2
3306305;26;330630;9
3500105;5;350010;4
3500204;1;350020;NA
3500303;5;350030;2
3500501;5;350050;1
3500550;2;350055;NA
3500600;2;350060;NA
3500709;4;350070;2
3501004;3;350100;3
3501152;1;350115;NA
3501202;1;350120;NA
3501301;3;350130;2
3501608;25;350160;7
3501707;5;350170;2
3501806;1;350180;NA
3501905;6;350190;4
3502101;6;350210;3
3502200;3;350220;1
3502507;5;350250;1
3502606;1;350260;NA
3502705;4;350270;2
3502804;26;350280;12
3502903;1;350290;1
3503000;1;350300;NA
3503109;1;350310;NA
3503208;23;350320;14
3503307;8;350330;6
3503406;1;350340;NA
3503604;1;350360;NA
3503703;1;350370;NA
3503802;4;350380;3
3503901;7;350390;4
3504008;8;350400;9
3504107;13;350410;5
3504206;5;350420;NA
3504404;2;350440;NA
3504503;6;350450;5
3504602;2;350460;1
3504800;1;350480;NA
3504909;2;350490;1
3505203;5;350520;1
3505302;6;350530;1
3505401;1;350540;NA
3505500;9;350550;10
3505609;4;350560;1
3505708;44;350570;10
3505807;5;350580;3
3505906;6;350590;5
3506003;34;350600;18
3506102;8;350610;6
3506300;2;350630;1
3506359;4;350635;2
3506409;2;350640;NA
3506508;8;350650;5
3506607;2;350660;1
3506706;2;350670;1
3506805;2;350680;NA
3506904;1;350690;1
3507001;5;350700;5
3507100;3;350710;2
3507407;3;350740;1
3507506;13;350750;8
3507605;10;350760;6
3507803;4;350780;3
3507902;4;350790;2
3508009;2;350800;1
3508108;4;350810;1
3508207;1;350820;1
3508306;1;350830;NA
3508405;3;350840;2
3508504;6;350850;4
3508603;4;350860;1
3508702;2;350870;3
3508801;4;350880;NA
3509007;6;350900;NA
3509205;6;350920;2
3509254;4;350925;2
3509304;1;350930;1
3509403;4;350940;1
3509502;161;350950;37
3509601;5;350960;1
3509700;6;350970;4
3509908;1;350990;NA
3510005;4;351000;4
3510104;1;351010;NA
3510203;4;351020;3
3510401;5;351040;4
3510500;7;351050;3
3510609;10;351060;1
3510708;2;351070;NA
3510807;4;351080;4
3511003;3;351100;1
3511102;11;351110;5
3511300;2;351130;NA
3511409;4;351140;2
3511508;4;351150;2
3511607;3;351160;2
3511706;3;351170;2
3511904;1;351190;NA
3512001;2;351200;2
3512100;1;351210;NA
3512209;4;351220;4
3512308;1;351230;1
3512407;3;351240;2
3512704;1;351270;NA
3512803;5;351280;2
3512902;1;351290;NA
3513009;16;351300;4
3513108;4;351310;3
3513405;6;351340;4
3513504;8;351350;2
3513603;3;351360;3
3513702;5;351370;1
3513801;26;351380;4
3513900;1;351390;3
3514106;4;351410;1
3514304;1;351430;1
3514403;6;351440;3
3514502;3;351450;NA
3514700;1;351470;NA
3514809;1;351480;2
3514908;1;351490;2
3515004;8;351500;2
3515103;5;351510;NA
3515152;1;351515;2
3515186;6;351518;3
3515194;1;351519;NA
3515202;3;351520;1
3515400;3;351540;2
3515509;7;351550;3
3515608;1;351560;NA
3515707;6;351570;4
3516002;1;351600;NA
3516101;1;351610;1
3516200;28;351620;26
3516309;5;351630;NA
3516408;6;351640;NA
3516606;1;351660;NA
3516705;6;351670;3
3516804;1;351680;NA
3516903;3;351690;1
3517000;1;351700;NA
3517307;1;351730;NA
3517406;5;351740;4
3517505;3;351750;NA
3517604;1;351760;1
3517703;3;351770;2
3517802;2;351780;1
3517901;1;351790;NA
3518206;5;351820;2
3518305;4;351830;1
3518404;8;351840;7
3518602;4;351860;3
3518701;16;351870;5
3518800;76;351880;16
3519006;2;351900;1
3519055;4;351905;2
3519071;11;351907;4
3519105;1;351910;NA
3519253;1;351925;1
3519303;4;351930;2
3519501;1;351950;1
3519600;5;351960;2
3519709;5;351970;2
3519808;2;351980;NA
3519907;2;351990;1
3520004;3;352000;NA
3520103;5;352010;3
3520301;4;352030;2
3520400;5;352040;2
3520442;4;352044;3
3520509;24;352050;13
3520707;2;352070;NA
3520905;3;352090;2
3521002;2;352100;1
3521101;1;352110;1
3521309;2;352130;2
3521408;4;352140;2
3521507;1;352150;NA
3521606;1;352160;NA
3521705;3;352170;2
3521804;4;352180;3
3521903;2;352190;1
3522109;6;352210;2
3522208;7;352220;1
3522307;9;352230;7
3522406;5;352240;6
3522505;6;352250;NA
3522604;6;352260;3
3522703;6;352270;2
3522802;3;352280;2
3522901;1;352290;NA
3523107;11;352310;3
3523206;5;352320;3
3523305;2;352330;NA
3523404;8;352340;5
3523503;3;352350;1
3523602;3;352360;NA
3523800;1;352380;2
3523909;14;352390;8
3524006;5;352400;3
3524105;6;352410;2
3524204;1;352420;1
3524303;7;352430;5
3524402;12;352440;5
3524600;4;352460;1
3524709;6;352470;6
3524808;6;352480;3
3525003;5;352500;1
3525102;5;352510;4
3525201;4;352520;2
3525300;11;352530;5
3525508;1;352550;1
3525706;5;352570;2
3525904;47;352590;19
3526001;4;352600;1
3526100;2;352610;NA
3526209;2;352620;NA
3526407;4;352640;3
3526506;1;352650;NA
3526704;6;352670;5
3526803;5;352680;3
3526902;20;352690;13
3527108;8;352710;4
3527207;6;352720;2
3527306;3;352730;3
3527405;3;352740;1
3527603;4;352760;1
3527702;1;352770;NA
3528007;3;352800;1
3528106;2;352810;NA
3528304;1;352830;NA
3528403;5;352840;1
3528502;5;352850;1
3528601;2;352860;2
3528809;2;352880;2
3529005;27;352900;14
3529203;4;352920;1
3529302;6;352930;4
3529401;16;352940;5
3529500;1;352950;NA
3529708;3;352970;1
3529807;1;352980;NA
3529906;2;352990;1
3530102;4;353010;1
3530201;3;353020;1
3530300;6;353030;3
3530508;6;353050;5
3530607;33;353060;8
3530706;11;353070;6
3530805;8;353080;4
3531100;4;353110;2
3531308;6;353130;3
3531407;5;353140;2
3531506;3;353150;2
3531704;1;353170;NA
3531803;5;353180;2
3531902;4;353190;4
3532009;3;353200;2
3532405;1;353240;NA
3532504;2;353250;NA
3532603;3;353260;1
3532801;1;353280;NA
3533007;4;353300;2
3533403;5;353340;3
3533502;5;353350;2
3533601;1;353360;2
3533700;1;353370;1
3533908;6;353390;2
3534203;1;353420;NA
3534302;6;353430;3
3534401;101;353440;10
3534500;1;353450;NA
3534609;5;353460;3
3534708;8;353470;5
3534757;2;353475;1
3534807;1;353480;NA
3534906;2;353490;1
3535002;2;353500;1
3535200;3;353520;1
3535309;4;353530;2
3535408;3;353540;1
3535507;5;353550;2
3535606;3;353560;2
3535705;1;353570;1
3535804;2;353580;3
3535903;1;353590;NA
3536000;1;353600;NA
3536109;1;353610;NA
3536208;4;353620;1
3536307;1;353630;2
3536505;8;353650;6
3536604;2;353660;1
3536703;5;353670;1
3537008;3;353700;3
3537107;5;353710;1
3537156;1;353715;2
3537305;6;353730;5
3537404;4;353740;1
3537602;6;353760;2
3537701;1;353770;NA
3537800;5;353780;3
3537909;3;353790;2
3538006;9;353800;5
3538105;2;353810;NA
3538204;2;353820;2
3538501;2;353850;1
3538600;6;353860;2
3538709;43;353870;20
3538808;6;353880;3
3538907;4;353890;NA
3539004;2;353900;2
3539103;1;353910;NA
3539202;5;353920;2
3539301;7;353930;5
3539400;1;353940;NA
3539509;4;353950;4
3539806;5;353980;3
3539905;1;353990;NA
3540002;4;354000;2
3540101;1;354010;NA
3540200;5;354020;2
3540507;1;354050;1
3540606;5;354060;3
3540705;5;354070;5
3540754;1;354075;NA
3540804;3;354080;NA
3540903;3;354090;1
3541000;16;354100;5
3541208;2;354120;1
3541307;5;354130;3
3541406;23;354140;12
3541505;5;354150;3
3541604;5;354160;2
3541703;3;354170;2
3541901;1;354190;1
3542206;5;354220;2
3542305;1;354230;NA
3542404;3;354240;3
3542503;1;354250;NA
3542602;6;354260;2
3542909;1;354290;2
3543303;7;354330;2
3543402;97;354340;37
3543709;1;354370;NA
3543808;1;354380;1
3543907;17;354390;11
3544004;4;354400;2
3544103;1;354410;NA
3544202;1;354420;NA
3544251;2;354425;1
3544301;1;354430;NA
3544608;1;354460;NA
3544806;1;354480;NA
3544905;2;354490;2
3545001;3;354500;1
3545209;7;354520;4
3545308;3;354530;2
3545407;1;354540;1
3545605;4;354560;1
3545704;1;354570;1
3545803;10;354580;6
3546207;1;354620;1
3546306;4;354630;3
3546405;5;354640;5
3546504;1;354650;NA
3546603;5;354660;2
3546702;3;354670;2
3546801;5;354680;1
3546900;1;354690;NA
3547007;1;354700;NA
3547304;9;354730;2
3547403;1;354740;NA
3547502;5;354750;1
3547601;4;354760;3
3547700;4;354770;1
3547809;62;354780;13
3548005;4;354800;2
3548203;1;354820;3
3548302;1;354830;NA
3548401;1;354840;NA
3548500;62;354850;13
3548609;2;354860;2
3548708;69;354870;12
3548807;34;354880;3
3548906;24;354890;11
3549102;6;354910;5
3549409;6;354940;2
3549508;1;354950;1
3549706;6;354970;3
3549805;56;354980;21
3549904;60;354990;29
3549953;1;354995;NA
3550001;2;355000;1
3550100;5;355010;2
3550209;4;355020;2
3550308;1513;355030;113
3550407;6;355040;2
3550605;6;355060;3
3550704;7;355070;1
3550803;3;355080;2
3550902;3;355090;1
3551009;15;355100;3
3551405;1;355140;NA
3551504;4;355150;2
3551603;5;355160;2
3551702;9;355170;7
3551801;1;355180;1
3551900;2;355190;1
3552007;1;355200;NA
3552106;5;355210;2
3552205;61;355220;21
3552304;1;355230;NA
3552403;15;355240;7
3552502;13;355250;3
3552601;2;355260;NA
3552700;2;355270;2
3552809;15;355280;1
3552908;1;355290;1
3553104;1;355310;NA
3553302;3;355330;2
3553401;5;355340;1
3553609;2;355360;2
3553708;6;355370;3
3553807;4;355380;2
3553906;1;355390;NA
3553955;1;355395;2
3554003;7;355400;5
3554102;26;355410;13
3554300;4;355430;1
3554409;1;355440;1
3554508;5;355450;3
3554706;1;355470;NA
3554805;3;355480;1
3555000;6;355500;4
3555109;3;355510;1
3555406;5;355540;3
3555505;1;355550;NA
3555604;2;355560;NA
3555802;2;355580;NA
3556008;3;355600;2
3556107;2;355610;2
3556206;11;355620;5
3556305;3;355630;1
3556404;5;355640;3
3556453;4;355645;NA
3556503;5;355650;3
3556602;1;355660;1
3556701;8;355670;3
3556800;2;355680;3
3556909;1;355690;2
3557006;6;355700;2
3557105;10;355710;4
3557204;2;355720;2
3557303;1;355730;1
4100103;1;410010;1
4100202;1;410020;NA
4100301;1;410030;1
4100400;4;410040;2
4100509;4;410050;3
4100608;1;410060;3
4100707;1;410070;1
4100806;1;410080;3
4101002;3;410100;3
4101101;3;410110;2
4101200;2;410120;NA
4101408;9;410140;11
4101507;9;410150;9
4101606;3;410160;3
4101705;2;410170;3
4101804;8;410180;4
4101903;4;410190;2
4102000;5;410200;5
4102109;3;410210;4
4102307;2;410230;1
4102406;4;410240;2
4102505;2;410250;4
4102604;1;410260;3
4102802;3;410280;3
4102901;2;410290;3
4103008;1;410300;2
4103305;1;410330;2
4103453;2;410345;5
4103602;3;410360;2
4103701;5;410370;6
4103800;1;410380;1
4103909;2;410390;2
4104006;2;410400;2
4104204;6;410420;6
4104253;1;410425;NA
4104303;9;410430;10
4104402;1;410440;4
4104428;2;410442;4
4104501;3;410450;3
4104600;2;410460;3
4104659;3;410465;3
4104709;2;410470;3
4104808;28;410480;35
4104907;5;410490;9
4105003;1;410500;3
4105102;2;410510;2
4105201;1;410520;1
4105300;1;410530;3
4105409;4;410540;4
4105508;6;410550;11
4105607;2;410560;2
4105706;2;410570;3
4105805;9;410580;7
4105904;4;410590;3
4106209;2;410620;3
4106308;3;410630;3
4106407;6;410640;5
4106506;3;410650;6
4106605;3;410660;2
4106704;1;410670;NA
4106803;2;410680;3
4106902;229;410690;68
4107108;1;410710;1
4107207;4;410720;11
4107256;1;410725;2
4107306;1;410730;1
4107504;3;410750;3
4107538;1;410753;2
4107603;3;410760;3
4107652;6;410765;4
4107702;1;410770;2
4107751;1;410775;1
4108007;1;410800;NA
4108205;1;410820;2
4108304;16;410830;20
4108403;6;410840;22
4108601;3;410860;5
4108700;1;410870;2
4108809;3;410880;3
4109302;2;410930;3
4109401;10;410940;21
4109609;4;410960;4
4109708;4;410970;3
4109807;4;410980;3
4109906;2;410990;2
4110003;1;411000;NA
4110102;4;411010;3
4110201;1;411020;1
4110508;1;411050;2
4110607;3;411060;2
4110706;5;411070;8
4110805;2;411080;3
4110904;1;411090;NA
4111209;1;411120;3
4111258;1;411125;2
4111308;1;411130;NA
4111407;1;411140;2
4111506;4;411150;6
4111803;3;411180;4
4111902;3;411190;3
4112009;3;411200;2
4112108;4;411210;3
4112207;1;411220;1
4112405;1;411240;2
4112504;2;411250;4
4112702;1;411270;2
4112801;2;411280;3
4112959;1;411295;3
4113205;5;411320;6
4113304;3;411330;7
4113502;4;411350;3
4113700;62;411370;46
4113908;2;411390;2
4114005;2;411400;3
4114104;4;411410;2
4114203;4;411420;4
4114302;2;411430;2
4114401;3;411440;4
4114500;2;411450;4
4114609;4;411460;12
4114807;3;411480;4
4114906;1;411490;2
4115101;1;411510;2
4115200;40;411520;41
4115358;1;411535;5
4115408;2;411540;5
4115606;2;411560;6
4115705;4;411570;3
4115754;1;411575;2
4115804;4;411580;10
4116059;1;411605;4
4116109;2;411610;2
4116208;3;411620;2
4116703;2;411670;4
4116802;1;411680;2
4116901;4;411690;3
4117008;1;411700;2
4117057;1;411705;3
4117107;4;411710;3
4117206;1;411720;2
4117222;1;411722;4
4117255;1;411725;3
4117305;1;411730;3
4117503;2;411750;3
4117602;4;411760;7
4117701;3;411770;4
4117800;2;411780;4
4117909;4;411790;7
4118006;2;411800;3
4118105;2;411810;1
4118204;8;411820;5
4118402;5;411840;13
4118501;8;411850;19
4118907;2;411890;2
4119103;2;411910;2
4119152;9;411915;3
4119202;1;411920;1
4119301;2;411930;5
4119400;3;411940;3
4119509;3;411950;3
4119608;4;411960;4
4119806;1;411980;3
4119905;26;411990;26
4119954;2;411995;5
4120002;2;412000;1
4120101;1;412010;1
4120507;2;412050;2
4120606;4;412060;8
4120705;1;412070;1
4120804;3;412080;1
4120853;1;412085;2
4120903;4;412090;5
4121109;1;412110;1
4121406;4;412140;5
4121505;2;412150;3
4121703;2;412170;4
4121802;1;412180;2
4121901;2;412190;1
4122008;2;412200;3
4122156;1;412215;4
4122206;3;412220;2
4122305;3;412230;3
4122404;5;412240;5
4122503;2;412250;3
4122602;2;412260;1
4122651;1;412265;1
4122909;1;412290;NA
4123006;2;412300;3
4123204;1;412320;1
4123303;1;412330;2
4123402;1;412340;3
4123501;3;412350;9
4123709;1;412370;3
4123808;1;412380;3
4123907;1;412390;2
4124053;2;412405;3
4124103;4;412410;4
4124400;3;412440;3
4124509;1;412450;1
4124707;1;412470;1
4124806;2;412480;3
4125001;2;412500;3
4125100;1;412510;4
4125506;21;412550;13
4125605;4;412560;5
4125704;3;412570;7
4125803;1;412580;1
4126009;1;412600;2
4126256;5;412625;4
4126306;2;412630;1
4126405;1;412640;2
4126504;4;412650;3
4126603;4;412660;2
4126801;2;412680;2
4126900;1;412690;2
4127106;5;412710;3
4127205;3;412720;2
4127304;2;412730;3
4127403;2;412740;3
4127502;2;412750;2
4127601;2;412760;1
4127700;9;412770;34
4127809;1;412780;1
4127858;1;412785;3
4127957;1;412795;4
4127965;1;412796;2
4128005;5;412800;3
4128104;7;412810;12
4128203;5;412820;9
4128401;2;412840;1
4128500;3;412850;3
4128559;1;412855;3
4128609;1;412860;3
4200101;2;420010;6
4200200;1;420020;4
4200408;1;420040;4
4200705;1;420070;3
4200804;1;420080;3
4200903;1;420090;2
4201000;1;420100;3
4201208;2;420120;3
4201307;2;420130;6
4201406;6;420140;7
4201604;1;420160;2
4201703;1;420170;3
4201802;1;420180;3
4201901;1;420190;3
4202008;14;420200;16
4202107;2;420210;5
4202305;3;420230;3
4202404;44;420240;58
4202453;1;420245;4
4202503;1;420250;2
4202602;1;420260;3
4202800;3;420280;5
4202909;10;420290;20
4203006;8;420300;5
4203204;3;420320;5
4203402;1;420340;3
4203501;2;420350;4
4203600;3;420360;6
4203808;4;420380;7
4203907;2;420390;5
4203956;2;420395;1
4204004;2;420400;4
4204103;1;420410;2
4204202;22;420420;41
4204251;3;420425;2
4204301;8;420430;19
4204400;1;420440;3
4204509;2;420450;4
4204558;1;420455;3
4204608;23;420460;20
4204707;2;420470;3
4204806;5;420480;5
4204905;1;420490;3
4205001;2;420500;4
4205308;2;420530;4
4205407;74;420540;59
4205456;2;420545;2
4205506;4;420550;4
4205605;1;420560;3
4205704;3;420570;4
4205803;1;420580;3
4205902;5;420590;15
4206009;1;420600;2
4206207;1;420620;1
4206306;1;420630;4
4206405;1;420640;3
4206504;4;420650;9
4206702;2;420670;4
4206900;2;420690;8
4207007;5;420700;6
4207106;1;420710;4
4207205;1;420720;1
4207304;5;420730;7
4207403;1;420740;3
4207502;3;420750;11
4207650;1;420765;3
4207700;1;420770;3
4207908;1;420790;3
4208005;1;420800;3
4208104;3;420810;4
4208203;21;420820;32
4208302;6;420830;9
4208401;2;420840;3
4208450;2;420845;4
4208500;3;420850;8
4208609;1;420860;3
4208708;1;420870;2
4208807;2;420880;4
4208906;13;420890;26
4209003;8;420900;9
4209102;49;420910;58
4209300;12;420930;21
4209409;2;420940;2
4209508;1;420950;3
4209607;2;420960;2
4209805;1;420980;2
4209904;1;420990;4
4210001;1;421000;2
4210100;4;421010;6
4210308;1;421030;2
4210506;3;421050;7
4210605;3;421060;4
4210803;1;421080;2
4210902;1;421090;3
4211009;2;421100;3
4211207;1;421120;3
4211306;6;421130;8
4211405;1;421140;3
4211504;1;421150;3
4211603;2;421160;2
4211702;2;421170;5
4211751;1;421175;4
4211900;11;421190;8
4212007;1;421200;3
4212106;2;421210;4
4212205;2;421220;3
4212304;1;421230;3
4212502;2;421250;3
4212601;1;421260;2
4212700;1;421270;3
4212809;3;421280;5
4212908;2;421290;5
4213203;4;421320;9
4213401;1;421340;4
4213500;2;421350;4
4213609;3;421360;7
4213708;2;421370;4
4213807;1;421380;2
4214003;3;421400;5
4214201;2;421420;4
4214300;1;421430;3
4214508;1;421450;2
4214607;1;421460;4
4214706;1;421470;2
4214805;7;421480;17
4215000;4;421500;5
4215075;1;421507;2
4215109;1;421510;3
4215307;1;421530;4
4215505;1;421550;3
4215703;3;421570;3
4215802;7;421580;10
4216008;2;421600;3
4216107;1;421610;6
4216206;5;421620;5
4216305;2;421630;6
4216404;1;421640;2
4216503;3;421650;4
4216602;20;421660;18
4216701;2;421670;4
4216800;1;421680;2
4216909;3;421690;5
4217006;2;421700;3
4217204;3;421720;10
4217303;1;421730;3
4217402;1;421740;4
4217501;2;421750;4
4217600;2;421760;2
4217709;2;421770;4
4217808;3;421780;5
4217907;2;421790;5
4218004;4;421800;6
4218202;4;421820;11
4218301;1;421830;2
4218400;1;421840;2
4218509;1;421850;3
4218608;1;421860;3
4218707;10;421870;13
4218756;1;421875;2
4218806;2;421880;1
4218905;1;421890;3
4219002;2;421900;3
4219200;1;421920;3
4219309;6;421930;11
4219507;5;421950;10
4219606;1;421960;3
4219705;3;421970;6
4300034;1;430003;1
4300059;2;430005;2
4300109;2;430010;2
4300208;2;430020;2
4300307;1;430030;2
4300406;6;430040;4
4300455;1;430045;1
4300505;1;430050;3
4300604;7;430060;1
4300638;1;430063;1
4300646;1;430064;2
4300703;1;430070;2
4300802;3;430080;4
4300901;2;430090;3
4301008;3;430100;3
4301057;1;430105;2
4301107;2;430110;1
4301206;2;430120;2
4301305;4;430130;1
4301404;3;430140;4
4301503;2;430150;3
4301552;2;430155;2
4301602;8;430160;5
4301636;1;430163;1
4301651;1;430165;2
4301701;1;430170;3
4301750;1;430175;1
4301800;1;430180;3
4301909;2;430190;1
4301958;1;430195;2
4302006;2;430200;2
4302105;16;430210;14
4302204;2;430220;3
4302238;1;430223;1
4302303;3;430230;1
4302352;3;430235;3
4302402;1;430240;2
4302451;1;430245;1
4302501;2;430250;1
4302709;2;430270;1
4302808;4;430280;2
4302907;2;430290;1
4303004;8;430300;7
4303103;9;430310;4
4303202;1;430320;3
4303301;2;430330;1
4303400;1;430340;2
4303509;6;430350;5
4303608;1;430360;1
4303673;1;430367;2
4303707;1;430370;2
4303806;3;430380;3
4303905;6;430390;7
4304002;2;430400;3
4304200;3;430420;4
4304309;2;430430;2
4304358;1;430435;2
4304408;5;430440;4
4304507;4;430450;4
4304606;31;430460;12
4304630;6;430463;4
4304663;2;430466;NA
4304671;2;430467;1
4304689;1;430468;1
4304705;6;430470;7
4304713;1;430471;NA
4304804;3;430480;8
4304903;3;430490;3
